player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
18468424,Nirav Bohra,5662292,K T LIONS,5,4,0,4,0,0,0,4,8
19500313,Madhur Pugliya,5662300,JAIN UNITED,4,2,0,4,0,0,1,3,7
4914226,Yogesh Chordiya,5662323,THE MARVEL PLAYERS,3,3,1,2,0,0,0,4,6
19516198,Sachin Jain,5662319,TOOFANI JAINS,5,0,2,3,0,0,0,2,5
1649800,Akash Surana,5662323,THE MARVEL PLAYERS,3,1,0,3,1,0,0,1,4
25743254,Adish Banthia,5662292,K T LIONS,5,1,3,0,0,0,0,4,4
4136380,Sandip Jain,5662311,SR RANGERS,3,0,3,0,0,0,0,3,3
14923934,Ritesh Jain,5662316,ACLESHWAR KI ANDHI,3,3,0,0,0,0,0,3,3
19500660,Saransh Baid,5662281,POWER HITTERS,3,1,0,2,0,0,0,1,3
19502485,Anand Talera,5662323,THE MARVEL PLAYERS,3,1,0,2,0,0,0,1,3
19529463,Sajan Jain,5662311,SR RANGERS,3,0,0,3,0,0,0,0,3
24510923,Ashwin Jain,5662311,SR RANGERS,3,3,0,0,0,0,0,3,3
19514122,Nilesh Banwat,5662300,JAIN UNITED,4,0,1,2,1,0,0,1,3
3551413,Bunty Jain,5662319,TOOFANI JAINS,3,1,0,1,0,0,0,1,2
8840700,Deepak Jain,5662311,SR RANGERS,3,1,0,1,0,0,0,1,2
18803578,Khilesh Jain,5662311,SR RANGERS,3,1,0,1,0,0,0,1,2
19537792,Sidhu Puglia,5662316,ACLESHWAR KI ANDHI,3,2,0,0,0,0,0,2,2
21510122,Siddesh,5662316,ACLESHWAR KI ANDHI,3,1,0,1,0,0,0,1,2
25729785,Amol Lodha,5662281,POWER HITTERS,3,1,0,1,0,0,0,1,2
25756680,Nirmal Bhandari,5662323,THE MARVEL PLAYERS,3,1,0,1,0,0,0,1,2
9877497,Dr Yashkumar Jain,5662305,ROYAL RAJWADA,4,0,0,2,0,0,0,0,2
19468485,Palashraj Singhvi,5662305,ROYAL RAJWADA,4,0,1,0,1,1,0,1,2
25739934,Amit Baid,5662305,ROYAL RAJWADA,4,0,0,2,0,0,0,0,2
25745903,Gaurav Gandhi,5662319,TOOFANI JAINS,5,1,0,1,0,0,0,1,2
19520050,Gautam Bhandari,5662292,K T LIONS,2,1,0,0,0,0,0,1,1
4136467,Rupesh Jain,5662311,SR RANGERS,3,1,0,0,0,0,0,1,1
14855845,Adi Doshi,5662305,ROYAL RAJWADA,3,0,0,1,0,0,0,0,1
17150580,Pratham Dugad,5662323,THE MARVEL PLAYERS,3,1,0,0,0,0,0,1,1
19500516,Shreyans Kothari,5662311,SR RANGERS,3,0,0,1,0,0,0,0,1
19500636,Aniket Lunawat,5662281,POWER HITTERS,3,1,0,0,0,0,0,1,1
19500771,Pratik Kothari,5662311,SR RANGERS,3,0,0,1,0,0,0,0,1
19502195,Ritesh Pugliya,5662300,JAIN UNITED,3,0,0,1,0,0,0,0,1
19519957,Shanti Dugad,5662316,ACLESHWAR KI ANDHI,3,1,0,0,0,0,0,1,1
19519980,Roshan Kothari,5662323,THE MARVEL PLAYERS,3,1,0,0,0,0,0,1,1
19529455,Pranay Puglia,5662316,ACLESHWAR KI ANDHI,3,0,0,1,0,0,0,0,1
25738129,Mayur Yogeshkumar Bhandari,5662316,ACLESHWAR KI ANDHI,3,0,1,0,0,0,0,1,1
1740460,Pankaj Mutha,5662305,ROYAL RAJWADA,4,0,1,0,1,0,0,1,1
19500746,Anmol Sunilkumar Khatod,5662300,JAIN UNITED,4,0,0,1,0,0,0,0,1
19501201,Jay Baid,5662300,JAIN UNITED,4,0,0,1,0,0,0,0,1
19508120,Tanish Rajesh Chordiya,5662319,TOOFANI JAINS,4,1,0,0,0,0,0,1,1
18334200,Ankush Jain,5662319,TOOFANI JAINS,5,1,0,0,0,0,0,1,1
19500479,Narendra Bohra,5662292,K T LIONS,5,1,0,0,0,0,0,1,1
19500483,Namanchandulal Bohra,5662292,K T LIONS,5,1,0,0,0,0,0,1,1
19519885,Chikky Jain,5662292,K T LIONS,5,0,0,1,0,0,0,0,1
21758737,Harsh,5662292,K T LIONS,5,1,0,0,0,0,0,1,1
24510219,Siddarth Jain,5662319,TOOFANI JAINS,5,1,0,0,0,0,0,1,1
25736186,Siddharth Kothari,5662292,K T LIONS,5,1,0,0,0,0,0,1,1
25738768,Moksh Mahavir Meher,5662292,K T LIONS,5,1,0,0,0,0,0,1,1
4178393,Rushabh Puglia,5662281,POWER HITTERS,1,0,0,0,0,0,0,0,0
19500610,Vishal Mutha,5662300,JAIN UNITED,1,0,0,0,0,0,0,0,0
19509652,Sunil Pancholi,5662281,POWER HITTERS,1,0,0,0,0,0,0,0,0
19537796,A Puglia,5662316,ACLESHWAR KI ANDHI,1,0,0,0,0,0,0,0,0
25737700,Akshat Chhallani,5662281,POWER HITTERS,1,0,0,0,0,0,0,0,0
25744303,Samruddhi Jain,5662292,K T LIONS,1,0,0,0,0,0,0,0,0
25745336,Manish Bhandari,5662316,ACLESHWAR KI ANDHI,1,0,0,0,0,0,0,0,0
25756111,Varun Gandhi,5662316,ACLESHWAR KI ANDHI,1,0,0,0,0,0,0,0,0
25758499,Amit Jain,5662316,ACLESHWAR KI ANDHI,1,0,0,0,0,0,0,0,0
25861758,Titiksha Singhavi,5662305,ROYAL RAJWADA,1,0,0,0,0,0,0,0,0
14858474,Tushar Doshi,5662305,ROYAL RAJWADA,2,0,0,0,0,0,0,0,0
19501490,Sumit P Lunawat,5662281,POWER HITTERS,2,0,0,0,0,0,0,0,0
19501518,Tushar Mutha,5662319,TOOFANI JAINS,2,0,0,0,0,0,0,0,0
19503423,Vansh shaha,5662281,POWER HITTERS,2,0,0,0,0,0,0,0,0
19507790,Amit Bhalgat,5662323,THE MARVEL PLAYERS,2,0,0,0,0,0,0,0,0
19513548,Hemant Prasan Bothra,5662292,K T LIONS,2,0,0,0,0,0,0,0,0
19513925,Rahul Kothari,5662311,SR RANGERS,2,0,0,0,0,0,0,0,0
19519974,Tushar Bohra,5662319,TOOFANI JAINS,2,0,0,0,0,0,0,0,0
19524576,Raja Parakh,5662311,SR RANGERS,2,0,0,0,0,0,0,0,0
19526349,Rupesh Dugad,5662323,THE MARVEL PLAYERS,2,0,0,0,0,0,0,0,0
25741859,Nishant Lodha,5662319,TOOFANI JAINS,2,0,0,0,0,0,0,0,0
25757796,Anup Khatod,5662323,THE MARVEL PLAYERS,2,0,0,0,0,0,0,0,0
25768151,Yash Mutha,5662300,JAIN UNITED,2,0,0,0,0,0,0,0,0
7177448,Rishabh Gothi,5662311,SR RANGERS,3,0,0,0,0,0,0,0,0
19500206,Aayush Nilesh Puglia,5662281,POWER HITTERS,3,0,0,0,0,0,0,0,0
19501585,Nilesh Puglia,5662281,POWER HITTERS,3,0,0,0,0,0,0,0,0
19501771,Tejas Rajesh Jain,5662316,ACLESHWAR KI ANDHI,3,0,0,0,0,0,0,0,0
19502387,Harsh Daga,5662323,THE MARVEL PLAYERS,3,0,0,0,0,0,0,0,0
19503043,Hiten Khatod,5662281,POWER HITTERS,3,0,0,0,1,0,0,0,0
19503230,Chetan Nandkishor Munot,5662281,POWER HITTERS,3,0,0,0,1,0,0,0,0
19506123,Ansh Tushar Doshi,5662300,JAIN UNITED,3,0,0,0,0,0,0,0,0
19519979,Prashant Bhalgat,5662323,THE MARVEL PLAYERS,3,0,0,0,0,0,0,0,0
